inkoop_id,inkoopnummer,leverancier_id,datum,vervaldatum,omschrijving,bedrag_excl_btw,btw_tarief,bedrag_btw,bedrag_incl_btw,status
1013,INK2024-01013,8,2024-01-10,2024-01-24,Vouwen gezicht keuken mogelijk berg.,4024.0,0.09,362.16,4386.16,Achterstallig
1014,INK2025-01014,7,2025-12-01,2025-12-15,Haar ijs zinken reizen zwaar cool zee trein.,7043.91,0.09,633.95,7677.86,Achterstallig
1015,INK2025-01015,11,2025-04-07,2025-04-21,Woord vriendelijk uur aanraken taxi.,2279.78,0.09,205.18,2484.96,Betaald
1016,INK2023-01016,13,2023-11-03,2023-12-18,Kaas veroveren samen mevrouw partner zetten.,7736.44,0.21,1624.65,9361.09,Betaald
1017,INK2025-01017,7,2025-09-13,2025-10-13,Gebeurtenis hard thuis mes maag jaar deksel naam.,7004.92,0.21,1471.03,8475.95,Betaald
1018,INK2023-01018,10,2023-12-31,2024-01-14,Boord zeep tien betalen oost binnenkort hoewel bord.,7488.46,0.21,1572.58,9061.04,Betaald
1019,INK2025-01019,18,2025-02-21,2025-03-23,Geloof falen boven markeren.,5905.88,0.21,1240.23,7146.11,Betaald
1020,INK2023-01020,6,2023-01-24,2023-02-23,Kijken tante basis vijand kraam.,4646.07,0.21,975.67,5621.74,Betaald
1021,INK2023-01021,8,2023-01-16,2023-01-30,Groen natuur tennis haast stad bos fel.,1064.49,0.09,95.8,1160.29,Betaald
1022,INK2025-01022,10,2025-07-16,2025-07-30,Duur versturen vrijheid offer.,7750.97,0.09,697.59,8448.56,Achterstallig
1023,INK2024-01023,8,2024-01-30,2024-03-15,Nacht hond signaal uitzoeken bel.,4051.28,0.09,364.62,4415.9,Achterstallig
1024,INK2025-01024,10,2025-08-02,2025-08-16,Hem opa vergelijkbaar gerecht activiteit natuurlijk jongen.,5297.02,0.09,476.73,5773.75,Betaald
1025,INK2023-01025,14,2023-03-07,2023-04-21,Zand examen pijn buren wolf brengen.,6362.97,0.21,1336.22,7699.19,Betaald
1026,INK2024-01026,15,2024-10-10,2024-11-09,Één kist begrijpen aarde zus overeenkomen lijken.,1821.94,0.21,382.61,2204.55,Betaald
1027,INK2024-01027,5,2024-10-06,2024-10-20,Boven gedragen week verkeerd helder smal.,1447.64,0.09,130.29,1577.93,Betaald
1028,INK2023-01028,1,2023-06-25,2023-07-25,Olifant tekenen genoeg aanval liggen groen raam.,6384.34,0.09,574.59,6958.93,Betaald
1029,INK2023-01029,8,2023-12-30,2024-01-13,Nog boerderij tram lijk rijst.,1243.58,0.21,261.15,1504.73,Achterstallig
1030,INK2023-01030,7,2023-12-12,2024-01-26,Glimlach draaien verkeerd hij antwoord versturen voet.,7376.18,0.09,663.86,8040.04,Betaald
1031,INK2025-01031,18,2025-08-08,2025-09-22,Afhangen waarom want.,7016.01,0.09,631.44,7647.45,Betaald
1032,INK2024-01032,5,2024-09-24,2024-10-08,Raam moeten comfortabel even gisteren sorry.,4947.84,0.21,1039.05,5986.89,Betaald
1033,INK2026-01033,2,2026-03-18,2026-04-01,Terwijl ander oefening dun.,4504.9,0.21,946.03,5450.93,Betaald
1034,INK2025-01034,1,2025-06-17,2025-08-01,Muziek honderd uitzoeken correct vullen.,4714.52,0.09,424.31,5138.83,Achterstallig
1035,INK2023-01035,10,2023-03-19,2023-05-03,Middel orde oceaan doorzichtig iemand.,5675.38,0.09,510.78,6186.16,Achterstallig
1036,INK2024-01036,13,2024-07-01,2024-08-15,Stelen fruit best kiezen tegen boos vogel.,6301.23,0.09,567.11,6868.34,Betaald
1037,INK2023-01037,16,2023-07-26,2023-08-09,Foto appel teken kleren lach.,4118.59,0.21,864.9,4983.49,Achterstallig
1038,INK2023-01038,1,2023-04-23,2023-05-23,Belangrijk voorkomen schreeuwen film vrij blijven ontwikkelen.,1013.5,0.09,91.22,1104.72,Betaald
1039,INK2025-01039,4,2025-02-21,2025-03-23,Snijden schouder zwembad zorgen.,7816.96,0.21,1641.56,9458.52,Achterstallig
1040,INK2025-01040,6,2025-11-08,2025-11-22,Huis stilte alsjeblieft gemeen examen broek eeuw schaap.,1494.21,0.21,313.78,1807.99,Betaald
1041,INK2026-01041,6,2026-03-27,2026-04-26,Mensen plafond zien acht wissen.,540.78,0.09,48.67,589.45,Betaald
1042,INK2024-01042,19,2024-02-03,2024-03-19,Ontvangen raken ander boom nieuws daar beer.,1306.69,0.09,117.6,1424.29,Betaald
1043,INK2023-01043,6,2023-10-06,2023-11-20,Haan wapen muziek.,4344.95,0.09,391.05,4736.0,Betaald
1044,INK2025-01044,9,2025-10-10,2025-10-24,Markt uur koffie.,2569.71,0.09,231.27,2800.98,Betaald
1045,INK2023-01045,3,2023-06-23,2023-07-23,Links schijnen buurvrouw leiden goud.,6792.72,0.09,611.34,7404.06,Achterstallig
1046,INK2026-01046,1,2026-04-04,2026-05-04,Gemakkelijk kans toename hond te winnen vergelijken.,1828.13,0.09,164.53,1992.66,Achterstallig
1047,INK2024-01047,6,2024-11-04,2024-12-19,Regen als snel fris vaak wijs plant.,3861.4,0.21,810.89,4672.29,Achterstallig
1048,INK2026-01048,4,2026-01-11,2026-01-25,Cirkel van zonnig vrijheid.,6397.4,0.09,575.77,6973.17,Betaald
1049,INK2024-01049,18,2024-09-15,2024-10-30,Plaats markt vallen.,5665.59,0.21,1189.77,6855.36,Achterstallig
1050,INK2023-01050,20,2023-06-27,2023-07-27,Alleen gehoorzamen schoon seconde activiteit zitten boon papa.,3282.21,0.09,295.4,3577.61,Achterstallig
1051,INK2023-01051,14,2023-07-30,2023-08-13,Nobel u west gisteren hond hoogte.,2814.96,0.09,253.35,3068.31,Achterstallig
1052,INK2025-01052,1,2025-07-02,2025-07-16,Zwembad stoel soep terwijl veilig liniaal hand.,672.92,0.21,141.31,814.23,Betaald
1053,INK2024-01053,14,2024-09-09,2024-10-24,Appel hobby begrip zak.,7825.72,0.09,704.31,8530.03,Achterstallig
1054,INK2024-01054,1,2024-06-21,2024-08-05,Vriezen zij wassen water repareren laken.,2816.1,0.09,253.45,3069.55,Betaald
1055,INK2023-01055,7,2023-02-22,2023-04-08,Achter toekomst bedreven springen product.,4399.26,0.09,395.93,4795.19,Achterstallig
1056,INK2025-01056,5,2025-06-06,2025-07-06,Pad overeenkomen gemak we als gebied.,1203.44,0.09,108.31,1311.75,Betaald
1057,INK2025-01057,11,2025-02-03,2025-03-20,Vet bieden vis jagen plus.,5850.29,0.09,526.53,6376.82,Betaald
1058,INK2025-01058,4,2025-02-14,2025-03-16,Knie medicijn ontdekken.,3325.55,0.21,698.37,4023.92,Betaald
1059,INK2025-01059,5,2025-05-21,2025-06-20,Thuis graf lengte hert gevolg.,7571.68,0.09,681.45,8253.13,Achterstallig
1060,INK2025-01060,4,2025-08-08,2025-09-22,Af voorbeeld avondeten.,2520.14,0.21,529.23,3049.37,Achterstallig
1061,INK2024-01061,7,2024-04-12,2024-04-26,Smaak gevaarlijk kaas plank kloppen.,2817.84,0.21,591.75,3409.59,Betaald
1062,INK2024-01062,19,2024-05-23,2024-07-07,Hard zetten vader jij kant.,5990.32,0.21,1257.97,7248.29,Achterstallig
1063,INK2025-01063,18,2025-07-20,2025-08-03,Grond vos oorlog.,3692.45,0.09,332.32,4024.77,Betaald
1064,INK2025-01064,19,2025-05-21,2025-07-05,Vertrouwen koning controle liegen.,4101.09,0.21,861.23,4962.32,Achterstallig
1065,INK2024-01065,5,2024-01-10,2024-01-24,Bijzonder ei baby mama.,5707.57,0.09,513.68,6221.25,Achterstallig
1066,INK2026-01066,5,2026-01-17,2026-03-03,Stempel blij moeten dragen voorzien tram.,2789.85,0.09,251.09,3040.94,Betaald
1067,INK2025-01067,17,2025-04-06,2025-04-20,Jong ruiken kijken of bruikbaar ongeluk.,3457.1,0.21,725.99,4183.09,Achterstallig
1068,INK2024-01068,14,2024-06-07,2024-07-07,Alleen geluid ieder algemeen vijand welkom best min.,5503.74,0.09,495.34,5999.08,Betaald
1069,INK2023-01069,20,2023-09-24,2023-10-08,Politie samen meerdere uitnodigen.,2772.5,0.21,582.23,3354.73,Betaald
1070,INK2023-01070,20,2023-02-06,2023-03-08,Vloer vannacht vergelijkbaar bord baby zeggen.,154.51,0.21,32.45,186.96,Achterstallig
1071,INK2026-01071,16,2026-01-17,2026-01-31,Tennis dik genot op kost.,5666.49,0.09,509.98,6176.47,Betaald
1072,INK2023-01072,15,2023-03-14,2023-04-13,Donker herfst kist laag.,5326.75,0.21,1118.62,6445.37,Betaald
1073,INK2023-01073,19,2023-07-16,2023-08-15,Warm groen ouder grond tak.,1207.39,0.09,108.67,1316.06,Betaald
1074,INK2025-01074,12,2025-11-17,2025-12-01,Park taart gespannen herinneren wild noemen één.,2543.25,0.09,228.89,2772.14,Betaald
1075,INK2024-01075,5,2024-04-06,2024-04-20,Vierkant versturen trouwen verzameling.,4378.23,0.09,394.04,4772.27,Betaald
1076,INK2025-01076,2,2025-05-05,2025-06-19,Buurvrouw wild ruimte groente midden sluiten vanmorgen ding.,3656.95,0.09,329.13,3986.08,Betaald
1077,INK2023-01077,12,2023-12-28,2024-01-11,Lui snelheid zo bloem vertrouwen wachten heel nek.,4051.88,0.09,364.67,4416.55,Betaald
1078,INK2025-01078,9,2025-03-30,2025-04-29,Zuid al aap regen klok vers verzameling.,2737.27,0.09,246.35,2983.62,Achterstallig
1079,INK2024-01079,20,2024-06-07,2024-06-21,Vraag gehoorzamen ziekenhuis oorlog probleem.,2758.53,0.21,579.29,3337.82,Betaald
1080,INK2025-01080,8,2025-01-16,2025-01-30,Om verkopen model om probleem.,4692.24,0.21,985.37,5677.61,Achterstallig
1081,INK2024-01081,10,2024-12-08,2024-12-22,Straffen medicijn rest ring me uitleggen verspreiden.,2046.19,0.21,429.7,2475.89,Achterstallig
1082,INK2026-01082,1,2026-02-27,2026-04-13,Week lood bed gerecht versturen jas onder.,7107.81,0.09,639.7,7747.51,Achterstallig
1083,INK2026-01083,20,2026-04-29,2026-05-29,Los langs verliezen ontmoeten hen leren lui.,2276.16,0.21,477.99,2754.15,Openstaand
1084,INK2023-01084,4,2023-06-27,2023-07-11,School kopen beide pen opleiding pad.,6047.67,0.09,544.29,6591.96,Betaald
1085,INK2025-01085,19,2025-07-16,2025-08-30,Dood vergissen buurvrouw ooit punt feit.,4584.09,0.21,962.66,5546.75,Achterstallig
1086,INK2024-01086,8,2024-08-24,2024-09-23,Leren oor verleden verliezen nek jullie structuur.,7278.72,0.09,655.08,7933.8,Achterstallig
1087,INK2023-01087,15,2023-10-16,2023-11-30,Hoeveel brug plein verleden les titel trui.,5103.23,0.21,1071.68,6174.91,Achterstallig
1088,INK2024-01088,1,2024-08-29,2024-09-12,Raken veilig laatst bedekken help groeien lijk zelfde.,3534.53,0.21,742.25,4276.78,Achterstallig
1089,INK2024-01089,10,2024-07-23,2024-09-06,Graf jullie list vernietigen.,6871.15,0.21,1442.94,8314.09,Betaald
1090,INK2025-01090,3,2025-06-23,2025-08-07,Controle kasteel wonder afspraak.,5235.45,0.21,1099.44,6334.89,Achterstallig
1091,INK2025-01091,3,2025-06-08,2025-06-22,Kamer zeggen geven grond.,4393.34,0.09,395.4,4788.74,Betaald
1092,INK2023-01092,6,2023-01-28,2023-03-14,Schieten vloer hoewel vallen computer koers plus meubel.,7913.0,0.09,712.17,8625.17,Betaald
1093,INK2023-01093,8,2023-08-03,2023-08-17,Werk nu kaars stap sleutel.,6974.78,0.21,1464.7,8439.48,Betaald
1094,INK2023-01094,12,2023-08-04,2023-08-18,Koffer vergelijkbaar structuur kuil gemak ieder graf.,3500.83,0.21,735.17,4236.0,Betaald
1095,INK2025-01095,1,2025-03-10,2025-03-24,Aanval vriezen hun zwemmen.,7133.18,0.21,1497.97,8631.15,Achterstallig
1096,INK2023-01096,19,2023-04-10,2023-05-25,Woord test schaap doen welke mama.,2398.48,0.09,215.86,2614.34,Betaald
1097,INK2023-01097,12,2023-03-25,2023-04-08,Plastic schoon dansen koers hoogte moeten of.,2819.84,0.21,592.17,3412.01,Betaald
1098,INK2024-01098,9,2024-11-05,2024-12-20,Winter oefening zou verjaardag.,3256.45,0.21,683.85,3940.3,Achterstallig
1099,INK2025-01099,5,2025-03-09,2025-04-23,Steen product leeftijd kosten.,7277.69,0.09,654.99,7932.68,Betaald
1100,INK2025-01100,12,2025-10-30,2025-11-13,Kruis langs pen antwoord potlood.,5789.11,0.21,1215.71,7004.82,Achterstallig
1101,INK2025-01101,4,2025-08-29,2025-09-28,Leren vlees glad drijven vriezen paard veer.,2133.29,0.09,192.0,2325.29,Achterstallig
1102,INK2025-01102,15,2025-05-17,2025-06-16,Eis kans behalve meerdere verenigen.,3358.56,0.21,705.3,4063.86,Achterstallig
1103,INK2025-01103,12,2025-04-03,2025-05-03,Lenen gebeurtenis mijn test.,158.4,0.09,14.26,172.66,Betaald
1104,INK2024-01104,2,2024-11-27,2025-01-11,Geven groen boven zulke onderzoek benzine brengen.,3166.64,0.21,664.99,3831.63,Betaald
1105,INK2025-01105,20,2025-05-15,2025-06-29,Winkel leerling hun verstand schaar.,6597.65,0.21,1385.51,7983.16,Betaald
1106,INK2024-01106,19,2024-04-06,2024-05-21,Ijzer dromen avond knippen.,7088.69,0.09,637.98,7726.67,Betaald
1107,INK2025-01107,20,2025-04-12,2025-04-26,Jaar perfect nek meer.,1851.46,0.21,388.81,2240.27,Betaald
1108,INK2023-01108,6,2023-12-19,2024-02-02,Dan begin richting algemeen beneden fles verrassen.,7272.9,0.09,654.56,7927.46,Betaald
1109,INK2025-01109,10,2025-12-14,2025-12-28,Veilig oor dan winter meer.,7993.94,0.21,1678.73,9672.67,Betaald
1110,INK2023-01110,14,2023-05-22,2023-06-21,Druk zoon onze snel suiker.,5908.07,0.09,531.73,6439.8,Achterstallig
1111,INK2023-01111,14,2023-04-25,2023-05-09,Plank boom aanval schouder rijzen.,473.11,0.21,99.35,572.46,Achterstallig
1112,INK2025-01112,10,2025-09-05,2025-10-05,Vroeg perfect bruikbaar school ontvangen heet.,6191.41,0.09,557.23,6748.64,Betaald
1113,INK2024-01113,12,2024-11-16,2024-11-30,Baby bescherm boven dier maaltijd.,1679.02,0.09,151.11,1830.13,Betaald
1114,INK2024-01114,13,2024-09-25,2024-11-09,Vrij gisteren waarschijnlijk oranje boerderij bijvoorbeeld de vader.,5781.82,0.09,520.36,6302.18,Betaald
1115,INK2023-01115,16,2023-08-12,2023-09-26,Onder vrij zoeken zuid pagina.,6776.16,0.21,1422.99,8199.15,Betaald
1116,INK2025-01116,13,2025-02-09,2025-02-23,Zomer roze provincie gevaar foto wissen.,7726.04,0.21,1622.47,9348.51,Achterstallig
1117,INK2024-01117,13,2024-09-18,2024-10-18,Verandering offer falen meerdere voedsel.,6403.16,0.09,576.28,6979.44,Betaald
1118,INK2024-01118,14,2024-02-20,2024-04-05,Volgende negen heel gemak soep.,1393.12,0.21,292.56,1685.68,Betaald
1119,INK2025-01119,5,2025-04-08,2025-04-22,Hen nu terug begin gemakkelijk.,1191.98,0.09,107.28,1299.26,Achterstallig
1120,INK2023-01120,11,2023-06-28,2023-07-28,Vlag map correct tram.,1828.49,0.21,383.98,2212.47,Achterstallig
1121,INK2025-01121,2,2025-06-10,2025-07-10,Oog van kort kaart wit houden elektrisch.,3683.52,0.09,331.52,4015.04,Betaald
1122,INK2025-01122,7,2025-09-27,2025-10-11,Liegen park groeien verjaardag populair rond.,4007.98,0.21,841.68,4849.66,Achterstallig
1123,INK2025-01123,9,2025-04-26,2025-05-26,Genoeg maar kom olie maal slapen opnemen.,5714.3,0.21,1200.0,6914.3,Betaald
1124,INK2025-01124,16,2025-07-30,2025-09-13,Start voeden natuurlijk verf verwachten.,3488.24,0.21,732.53,4220.77,Achterstallig
1125,INK2023-01125,4,2023-08-31,2023-09-30,Uit verstoppen zetten liefde.,2078.43,0.09,187.06,2265.49,Betaald
1126,INK2023-01126,11,2023-09-18,2023-10-02,Mensen gevolg toen klimmen piano beetje afspraak.,2080.42,0.21,436.89,2517.31,Achterstallig
1127,INK2025-01127,3,2025-07-07,2025-07-21,Simpel versturen doorzichtig klas plaatje trekken.,2169.99,0.21,455.7,2625.69,Betaald
1128,INK2025-01128,10,2025-07-21,2025-08-20,Duwen storm boos hoed gaan repareren.,2203.53,0.09,198.32,2401.85,Betaald
1129,INK2025-01129,16,2025-12-11,2026-01-25,Dak grootvader gisteren.,631.11,0.21,132.53,763.64,Achterstallig
1130,INK2025-01130,1,2025-11-16,2025-11-30,Maag borstelen beslissen.,7711.86,0.09,694.07,8405.93,Betaald
1131,INK2025-01131,12,2025-10-02,2025-10-16,Tellen groente titel gerecht behalve week lang leuk.,1807.68,0.09,162.69,1970.37,Achterstallig
1132,INK2025-01132,8,2025-03-17,2025-04-16,Half komen u hoek.,7757.03,0.09,698.13,8455.16,Betaald
1133,INK2023-01133,7,2023-03-24,2023-05-08,Oost keus vriend reiken.,6259.55,0.09,563.36,6822.91,Betaald
1134,INK2026-01134,6,2026-01-17,2026-03-03,Voet soep mond.,3114.51,0.21,654.05,3768.56,Betaald
1135,INK2024-01135,19,2024-09-21,2024-11-05,Komen verkopen wreed bloed fris beide.,4402.74,0.21,924.58,5327.32,Betaald
1136,INK2023-01136,18,2023-06-27,2023-07-11,Sorry sneeuw zoon.,391.15,0.09,35.2,426.35,Betaald
1137,INK2026-01137,1,2026-04-19,2026-05-19,Grens eeuw vrij lomp laat ander minuut.,7003.91,0.21,1470.82,8474.73,Betaald
1138,INK2024-01138,13,2024-06-13,2024-06-27,Aarde wind sinds schudden zwak.,6464.85,0.21,1357.62,7822.47,Betaald
1139,INK2023-01139,1,2023-06-02,2023-07-02,Film film vergelijkbaar meerdere populair basis.,3275.85,0.09,294.83,3570.68,Betaald
1140,INK2025-01140,14,2025-03-24,2025-04-07,Boom voelen hal.,2656.64,0.21,557.89,3214.53,Betaald
1141,INK2023-01141,17,2023-06-30,2023-08-14,Laag bezoek tussen nummer.,6481.16,0.09,583.3,7064.46,Betaald
1142,INK2023-01142,16,2023-02-10,2023-03-27,Wapen dochter spel vouwen.,4517.15,0.09,406.54,4923.69,Betaald
1143,INK2024-01143,9,2024-06-20,2024-08-04,Zoet laatst familie.,4682.26,0.21,983.27,5665.53,Betaald
1144,INK2023-01144,3,2023-04-20,2023-05-04,Huren verliezen ouder weer begin wachten.,2435.86,0.09,219.23,2655.09,Betaald
1145,INK2024-01145,8,2024-03-17,2024-05-01,Verstoppen zilver goud iets soms vergelijken.,4819.71,0.09,433.77,5253.48,Betaald
1146,INK2024-01146,11,2024-11-23,2025-01-07,Bijzonder verdrietig slot angst titel zacht ieder.,2286.16,0.21,480.09,2766.25,Achterstallig
1147,INK2026-01147,15,2026-01-13,2026-02-27,Vorm stoffig wat slapen.,7036.59,0.09,633.29,7669.88,Betaald
1148,INK2024-01148,20,2024-02-19,2024-04-04,Wind peper vuur zeggen vallen kracht verdrietig.,544.36,0.09,48.99,593.35,Betaald
1149,INK2024-01149,15,2024-10-22,2024-11-05,Meerdere paard eeuw voor.,3196.71,0.21,671.31,3868.02,Achterstallig
1150,INK2025-01150,13,2025-11-26,2025-12-10,Trui zoeken mij melk leuk.,6648.48,0.21,1396.18,8044.66,Achterstallig
1151,INK2025-01151,5,2025-05-19,2025-06-02,Vernietigen geven mits.,3504.74,0.09,315.43,3820.17,Betaald
1152,INK2025-01152,14,2025-11-24,2025-12-08,Klaar hoed jagen vergeven draaien hert.,3319.14,0.21,697.02,4016.16,Betaald
1153,INK2024-01153,7,2024-04-13,2024-04-27,Suiker klopt vlieg reizen schijnen.,7788.76,0.09,700.99,8489.75,Betaald
1154,INK2026-01154,11,2026-02-20,2026-03-22,Succes test tafel idee gevolg bouwen.,3198.16,0.09,287.83,3485.99,Betaald
1155,INK2025-01155,11,2025-07-05,2025-07-19,Dochter terug breed brood oma verandering boom.,5866.53,0.09,527.99,6394.52,Achterstallig
1156,INK2023-01156,14,2023-03-11,2023-04-25,Keuken of wissen ons.,1977.23,0.09,177.95,2155.18,Betaald
1157,INK2023-01157,4,2023-11-11,2023-12-26,Jouw meubel of kort stempel kleren.,1458.79,0.21,306.35,1765.14,Betaald
1158,INK2024-01158,15,2024-05-03,2024-06-02,Volgorde gif station bloed hebben zomer.,6528.21,0.09,587.54,7115.75,Betaald
1159,INK2023-01159,20,2023-07-01,2023-07-15,Plant we tas stop.,181.84,0.21,38.19,220.03,Betaald
1160,INK2023-01160,17,2023-09-21,2023-10-05,Totaal afspraak nieuws schrijven veroveren benzine varken.,1792.65,0.21,376.46,2169.11,Betaald
1161,INK2024-01161,17,2024-01-18,2024-03-03,Leven mond laatst tegen droog.,4910.18,0.09,441.92,5352.1,Achterstallig
1162,INK2025-01162,10,2025-07-08,2025-07-22,Geur pijn zulke bank dansen belofte spel.,1179.07,0.21,247.6,1426.67,Betaald
1163,INK2024-01163,19,2024-11-01,2024-11-15,Brug delen vrijheid aardappel zilver reeds bieden.,7130.69,0.09,641.76,7772.45,Betaald
1164,INK2023-01164,19,2023-04-24,2023-05-24,Basis neus vreemde.,286.16,0.21,60.09,346.25,Betaald
1165,INK2025-01165,11,2025-06-12,2025-07-12,Laten ooit diep wereld overal.,2482.87,0.09,223.46,2706.33,Betaald
1166,INK2026-01166,14,2026-04-15,2026-04-29,Koffie stem samen hier buiten luisteren bijzonder.,2258.16,0.21,474.21,2732.37,Achterstallig
1167,INK2023-01167,13,2023-08-20,2023-09-19,Anders mij af.,7035.51,0.21,1477.46,8512.97,Betaald
1168,INK2023-01168,3,2023-02-08,2023-03-10,Ja zeer slim niets aardappel vrede waar.,5447.24,0.09,490.25,5937.49,Betaald
1169,INK2024-01169,1,2024-05-11,2024-06-25,Geschikt moeilijk zij kantoor les negen leeg.,1350.87,0.09,121.58,1472.45,Betaald
1170,INK2024-01170,15,2024-04-11,2024-05-11,Meest bed leeg compleet bloem spelen tussen.,4001.17,0.21,840.25,4841.42,Betaald
1171,INK2024-01171,2,2024-04-13,2024-04-27,Oceaan geel open bruikbaar.,4362.77,0.21,916.18,5278.95,Betaald
1172,INK2024-01172,2,2024-02-09,2024-03-10,Actief postzegel trouwen breken dit.,277.76,0.21,58.33,336.09,Achterstallig
1173,INK2025-01173,1,2025-03-30,2025-04-13,Stof plafond neus eis.,4085.57,0.21,857.97,4943.54,Achterstallig
1174,INK2024-01174,4,2024-07-16,2024-07-30,Vuur groep scheiden vos rook borstelen schaar.,2370.24,0.21,497.75,2867.99,Achterstallig
1175,INK2023-01175,3,2023-06-07,2023-07-22,In op god.,3474.88,0.09,312.74,3787.62,Betaald
1176,INK2023-01176,12,2023-05-14,2023-06-13,Scheiden plein telefoon oranje vernietigen.,6327.87,0.21,1328.85,7656.72,Betaald
1177,INK2025-01177,16,2025-12-17,2026-01-16,Anders droog televisie ijs kraam cirkel net.,1908.0,0.21,400.68,2308.68,Betaald
1178,INK2025-01178,2,2025-05-27,2025-07-11,Boete afgelopen olifant baan kaart veer.,3223.86,0.09,290.15,3514.01,Betaald
1179,INK2023-01179,17,2023-02-23,2023-04-09,Tram verrassen vlag.,3931.6,0.21,825.64,4757.24,Betaald
1180,INK2025-01180,9,2025-07-16,2025-08-15,Snelheid steen koorts geluid.,2360.55,0.21,495.72,2856.27,Achterstallig
1181,INK2024-01181,6,2024-04-20,2024-06-04,Geboren kiezen idee jij.,5326.23,0.09,479.36,5805.59,Betaald
1182,INK2025-01182,11,2025-01-31,2025-03-17,Bouwen buren leven klasse bezoek sinds deze ontvangen.,3635.12,0.21,763.38,4398.5,Betaald
1183,INK2024-01183,17,2024-12-14,2025-01-13,Nodig koning vis ei verstoppen begrijpen.,1352.01,0.09,121.68,1473.69,Betaald
1184,INK2026-01184,19,2026-01-09,2026-02-08,Gemakkelijk verwijderen moord eenzaam dat belangrijk.,5047.99,0.09,454.32,5502.31,Betaald
1185,INK2024-01185,10,2024-06-29,2024-07-13,Druk vis kamer uitzoeken.,6866.3,0.09,617.97,7484.27,Betaald
1186,INK2025-01186,19,2025-07-21,2025-09-04,Knie goed per.,5206.66,0.21,1093.4,6300.06,Achterstallig
1187,INK2025-01187,14,2025-11-12,2025-11-26,U maan even zand raak olie vuur.,102.44,0.09,9.22,111.66,Betaald
1188,INK2023-01188,8,2023-04-12,2023-05-27,Waarschijnlijk postzegel haar bruikbaar begrip beer aap.,277.82,0.21,58.34,336.16,Betaald
1189,INK2026-01189,15,2026-03-20,2026-04-03,Honderd hallo haar zeep zeggen verschil.,5293.98,0.21,1111.74,6405.72,Achterstallig
1190,INK2025-01190,2,2025-05-17,2025-05-31,Gedragen ander aardappel leger geboorte vakantie vergeten.,7657.1,0.21,1607.99,9265.09,Betaald
1191,INK2026-01191,11,2026-04-23,2026-06-07,Aanbod netjes schouder wonder miljoen baan.,1955.38,0.21,410.63,2366.01,Betaald
1192,INK2024-01192,7,2024-08-20,2024-10-04,Oneven verrassen gemeen kijken trui.,6618.96,0.21,1389.98,8008.94,Betaald
1193,INK2025-01193,14,2025-11-18,2026-01-02,Grond voetbal zinken postzegel wissen.,7929.95,0.21,1665.29,9595.24,Betaald
1194,INK2024-01194,13,2024-04-18,2024-05-18,Vechten beide makkelijk buurvrouw recht ooit dochter.,3577.55,0.09,321.98,3899.53,Achterstallig
1195,INK2025-01195,18,2025-10-11,2025-11-25,Laten kennis zwak aap winkel bedreiging wassen.,373.77,0.21,78.49,452.26,Achterstallig
1196,INK2023-01196,5,2023-05-07,2023-06-06,Vraag bruiloft plank.,5060.02,0.21,1062.6,6122.62,Betaald
1197,INK2026-01197,19,2026-04-14,2026-04-28,Wachten horen meest vriend moeten aan.,2996.56,0.09,269.69,3266.25,Achterstallig
1198,INK2023-01198,19,2023-08-09,2023-09-08,Dun herfst kleur moment missen.,4393.69,0.21,922.67,5316.36,Betaald
1199,INK2023-01199,2,2023-12-21,2024-01-04,Liggen ik gebeurtenis.,5224.04,0.09,470.16,5694.2,Betaald
1200,INK2024-01200,13,2024-12-10,2025-01-24,Keus dak niets.,7116.1,0.21,1494.38,8610.48,Achterstallig
