regel_id,factuur_id,product_id,omschrijving,aantal,eenheidsprijs,btw_tarief,bedrag_excl_btw,bedrag_btw
1667,478,2,Projectbegeleiding,16.3,85.0,0.21,1385.5,290.95
1668,479,10,Dakgoot behandeling,19.1,12.0,0.21,229.2,48.13
1669,479,7,Houtrot herstel,16.6,75.0,0.21,1245.0,261.45
1670,480,24,Afplakfolie (m²),14.3,2.5,0.21,35.75,7.51
1671,481,29,Cursus veiligheid op hoogte,1.7,250.0,0.21,425.0,89.25
1672,481,23,Kwasten en rollers (set),16.8,18.0,0.21,302.4,63.5
1673,481,6,Stucwerk,7.7,35.0,0.21,269.5,56.59
1674,481,19,Kleine reparaties,7.0,65.0,0.21,455.0,95.55
1675,481,19,Kleine reparaties,2.2,65.0,0.21,143.0,30.03
1676,482,29,Cursus veiligheid op hoogte,3.9,250.0,0.21,975.0,204.75
1677,482,10,Dakgoot behandeling,8.7,12.0,0.21,104.4,21.92
1678,483,26,Kitten en afdichtmiddel (stuk),10.5,9.0,0.21,94.5,19.84
1679,483,12,Lakken kozijnen,10.0,45.0,0.21,450.0,94.5
1680,483,7,Houtrot herstel,5.1,75.0,0.21,382.5,80.33
1681,484,8,Schuurwerk en voorbereiding,6.5,55.0,0.21,357.5,75.08
1682,484,5,Behangen,3.2,22.0,0.21,70.4,14.78
1683,484,4,Uitvoering schilderwerk binnen,3.9,14.0,0.21,54.6,11.47
1684,484,25,Houtbeschermingsproduct (liter),4.1,14.0,0.21,57.4,12.05
1685,485,19,Kleine reparaties,17.3,65.0,0.21,1124.5,236.14
1686,485,18,APK-keuring begeleiding,1.7,35.0,0.21,59.5,12.49
1687,485,20,Materiaal verf (liter),11.0,8.5,0.21,93.5,19.63
1688,486,6,Stucwerk,4.6,35.0,0.21,161.0,33.81
1689,486,27,Steiger huur (dag),11.9,85.0,0.21,1011.5,212.41
1690,486,22,Schuurpapier (set),11.9,12.0,0.21,142.8,29.99
1691,487,27,Steiger huur (dag),14.2,85.0,0.21,1207.0,253.47
1692,487,4,Uitvoering schilderwerk binnen,9.4,14.0,0.21,131.6,27.64
1693,487,5,Behangen,5.4,22.0,0.21,118.8,24.95
1694,487,14,Snoeien en onderhoud,17.7,60.0,0.21,1062.0,223.02
1695,487,21,Materiaal grondverf (liter),8.6,6.0,0.21,51.6,10.84
1696,487,2,Projectbegeleiding,19.8,85.0,0.21,1683.0,353.43
1697,488,23,Kwasten en rollers (set),11.4,18.0,0.21,205.2,43.09
1698,488,19,Kleine reparaties,2.8,65.0,0.21,182.0,38.22
1699,489,8,Schuurwerk en voorbereiding,14.7,55.0,0.21,808.5,169.78
1700,490,9,Gevelreiniging,18.0,8.0,0.21,144.0,30.24
1701,491,12,Lakken kozijnen,14.4,45.0,0.21,648.0,136.08
1702,491,21,Materiaal grondverf (liter),9.7,6.0,0.21,58.2,12.22
1703,492,17,Autodetailing,14.8,120.0,0.21,-1776.0,-372.96
1704,492,3,Uitvoering schilderwerk buiten,13.4,18.5,0.21,-247.9,-52.06
1705,492,28,Hoogwerker huur (dag),13.8,180.0,0.21,-2484.0,-521.64
1706,492,25,Houtbeschermingsproduct (liter),2.0,14.0,0.21,-28.0,-5.88
1707,492,25,Houtbeschermingsproduct (liter),17.9,14.0,0.21,-250.6,-52.63
1708,492,25,Houtbeschermingsproduct (liter),9.4,14.0,0.21,-131.6,-27.64
1709,493,2,Projectbegeleiding,9.1,85.0,0.21,773.5,162.44
1710,493,28,Hoogwerker huur (dag),9.8,180.0,0.21,1764.0,370.44
1711,494,13,Kleuradvies,14.0,65.0,0.21,910.0,191.1
1712,494,8,Schuurwerk en voorbereiding,17.4,55.0,0.21,957.0,200.97
1713,494,5,Behangen,19.7,22.0,0.21,433.4,91.01
1714,494,8,Schuurwerk en voorbereiding,5.1,55.0,0.21,280.5,58.91
1715,495,16,Bestrating,17.5,40.0,0.21,700.0,147.0
1716,495,3,Uitvoering schilderwerk buiten,6.2,18.5,0.21,114.7,24.09
1717,495,2,Projectbegeleiding,11.6,85.0,0.21,986.0,207.06
1718,495,7,Houtrot herstel,5.7,75.0,0.21,427.5,89.77
1719,495,7,Houtrot herstel,6.7,75.0,0.21,502.5,105.52
1720,496,23,Kwasten en rollers (set),11.0,18.0,0.21,198.0,41.58
1721,496,7,Houtrot herstel,12.8,75.0,0.21,960.0,201.6
1722,496,21,Materiaal grondverf (liter),4.3,6.0,0.21,25.8,5.42
1723,496,15,Tuinaanleg,7.4,25.0,0.21,185.0,38.85
1724,496,24,Afplakfolie (m²),1.1,2.5,0.21,2.75,0.58
1725,497,22,Schuurpapier (set),8.1,12.0,0.21,97.2,20.41
1726,497,11,Grondverf aanbrengen,15.1,6.5,0.21,98.15,20.61
1727,498,7,Houtrot herstel,18.5,75.0,0.21,1387.5,291.38
1728,499,23,Kwasten en rollers (set),10.3,18.0,0.21,185.4,38.93
1729,499,13,Kleuradvies,17.7,65.0,0.21,1150.5,241.6
1730,499,27,Steiger huur (dag),13.1,85.0,0.21,1113.5,233.83
1731,499,5,Behangen,19.1,22.0,0.21,420.2,88.24
1732,499,18,APK-keuring begeleiding,1.3,35.0,0.21,45.5,9.55
1733,500,17,Autodetailing,9.2,120.0,0.21,1104.0,231.84
1734,500,16,Bestrating,18.9,40.0,0.21,756.0,158.76
1735,500,9,Gevelreiniging,2.9,8.0,0.21,23.2,4.87
1736,501,19,Kleine reparaties,9.4,65.0,0.21,611.0,128.31
1737,501,13,Kleuradvies,1.7,65.0,0.21,110.5,23.2
1738,502,26,Kitten en afdichtmiddel (stuk),2.5,9.0,0.21,-22.5,-4.72
1739,502,15,Tuinaanleg,4.4,25.0,0.21,-110.0,-23.1
1740,502,4,Uitvoering schilderwerk binnen,14.4,14.0,0.21,-201.6,-42.34
1741,503,4,Uitvoering schilderwerk binnen,2.9,14.0,0.21,40.6,8.53
1742,503,13,Kleuradvies,18.4,65.0,0.21,1196.0,251.16
1743,503,28,Hoogwerker huur (dag),4.8,180.0,0.21,864.0,181.44
1744,503,13,Kleuradvies,2.4,65.0,0.21,156.0,32.76
1745,504,12,Lakken kozijnen,18.3,45.0,0.21,823.5,172.94
1746,504,6,Stucwerk,15.1,35.0,0.21,528.5,110.98
1747,504,17,Autodetailing,19.4,120.0,0.21,2328.0,488.88
1748,504,13,Kleuradvies,10.6,65.0,0.21,689.0,144.69
1749,505,10,Dakgoot behandeling,17.7,12.0,0.21,212.4,44.6
1750,505,22,Schuurpapier (set),6.2,12.0,0.21,74.4,15.62
1751,506,1,Advies en consultancy,5.4,95.0,0.21,513.0,107.73
1752,507,8,Schuurwerk en voorbereiding,19.4,55.0,0.21,1067.0,224.07
1753,507,13,Kleuradvies,16.2,65.0,0.21,1053.0,221.13
1754,508,26,Kitten en afdichtmiddel (stuk),11.1,9.0,0.21,99.9,20.98
1755,508,18,APK-keuring begeleiding,8.0,35.0,0.21,280.0,58.8
1756,508,26,Kitten en afdichtmiddel (stuk),17.6,9.0,0.21,158.4,33.26
1757,508,19,Kleine reparaties,7.2,65.0,0.21,468.0,98.28
1758,509,19,Kleine reparaties,2.6,65.0,0.21,169.0,35.49
1759,509,22,Schuurpapier (set),18.5,12.0,0.21,222.0,46.62
1760,509,12,Lakken kozijnen,1.6,45.0,0.21,72.0,15.12
1761,509,4,Uitvoering schilderwerk binnen,2.3,14.0,0.21,32.2,6.76
1762,509,14,Snoeien en onderhoud,16.3,60.0,0.21,978.0,205.38
1763,510,16,Bestrating,16.4,40.0,0.21,656.0,137.76
1764,510,2,Projectbegeleiding,1.3,85.0,0.21,110.5,23.2
1765,510,14,Snoeien en onderhoud,4.3,60.0,0.21,258.0,54.18
1766,510,16,Bestrating,18.6,40.0,0.21,744.0,156.24
1767,510,11,Grondverf aanbrengen,14.5,6.5,0.21,94.25,19.79
1768,510,19,Kleine reparaties,7.4,65.0,0.21,481.0,101.01
1769,511,19,Kleine reparaties,7.3,65.0,0.21,474.5,99.64
1770,511,5,Behangen,16.9,22.0,0.21,371.8,78.08
1771,511,24,Afplakfolie (m²),15.3,2.5,0.21,38.25,8.03
1772,511,16,Bestrating,17.0,40.0,0.21,680.0,142.8
1773,512,14,Snoeien en onderhoud,19.4,60.0,0.21,1164.0,244.44
1774,513,25,Houtbeschermingsproduct (liter),7.1,14.0,0.21,99.4,20.87
1775,513,6,Stucwerk,5.5,35.0,0.21,192.5,40.42
1776,513,22,Schuurpapier (set),3.2,12.0,0.21,38.4,8.06
1777,513,14,Snoeien en onderhoud,14.5,60.0,0.21,870.0,182.7
1778,513,18,APK-keuring begeleiding,5.3,35.0,0.21,185.5,38.95
1779,513,6,Stucwerk,9.0,35.0,0.21,315.0,66.15
1780,514,3,Uitvoering schilderwerk buiten,9.5,18.5,0.21,175.75,36.91
1781,515,24,Afplakfolie (m²),15.0,2.5,0.21,37.5,7.88
1782,516,21,Materiaal grondverf (liter),14.4,6.0,0.21,86.4,18.14
1783,516,21,Materiaal grondverf (liter),17.1,6.0,0.21,102.6,21.55
1784,517,7,Houtrot herstel,13.2,75.0,0.21,990.0,207.9
1785,517,16,Bestrating,4.2,40.0,0.21,168.0,35.28
1786,517,18,APK-keuring begeleiding,16.4,35.0,0.21,574.0,120.54
1787,517,23,Kwasten en rollers (set),7.8,18.0,0.21,140.4,29.48
1788,517,13,Kleuradvies,13.5,65.0,0.21,877.5,184.28
1789,518,9,Gevelreiniging,13.1,8.0,0.21,104.8,22.01
1790,518,23,Kwasten en rollers (set),10.0,18.0,0.21,180.0,37.8
1791,518,27,Steiger huur (dag),2.6,85.0,0.21,221.0,46.41
1792,518,17,Autodetailing,11.6,120.0,0.21,1392.0,292.32
1793,519,22,Schuurpapier (set),17.9,12.0,0.21,214.8,45.11
1794,520,3,Uitvoering schilderwerk buiten,6.7,18.5,0.21,123.95,26.03
1795,521,2,Projectbegeleiding,15.4,85.0,0.21,1309.0,274.89
1796,521,15,Tuinaanleg,7.9,25.0,0.21,197.5,41.48
1797,522,23,Kwasten en rollers (set),4.5,18.0,0.21,81.0,17.01
1798,522,16,Bestrating,20.0,40.0,0.21,800.0,168.0
1799,522,22,Schuurpapier (set),10.2,12.0,0.21,122.4,25.7
1800,523,5,Behangen,7.5,22.0,0.21,165.0,34.65
1801,523,6,Stucwerk,7.4,35.0,0.21,259.0,54.39
1802,523,4,Uitvoering schilderwerk binnen,4.0,14.0,0.21,56.0,11.76
1803,523,25,Houtbeschermingsproduct (liter),13.3,14.0,0.21,186.2,39.1
1804,523,25,Houtbeschermingsproduct (liter),11.5,14.0,0.21,161.0,33.81
1805,523,1,Advies en consultancy,11.5,95.0,0.21,1092.5,229.42
1806,524,13,Kleuradvies,8.8,65.0,0.21,572.0,120.12
1807,524,1,Advies en consultancy,3.8,95.0,0.21,361.0,75.81
1808,524,14,Snoeien en onderhoud,7.9,60.0,0.21,474.0,99.54
1809,524,24,Afplakfolie (m²),17.0,2.5,0.21,42.5,8.92
1810,524,18,APK-keuring begeleiding,19.9,35.0,0.21,696.5,146.26
1811,524,27,Steiger huur (dag),11.9,85.0,0.21,1011.5,212.41
1812,525,4,Uitvoering schilderwerk binnen,15.6,14.0,0.21,218.4,45.86
1813,525,1,Advies en consultancy,16.8,95.0,0.21,1596.0,335.16
1814,526,17,Autodetailing,15.8,120.0,0.21,1896.0,398.16
1815,526,17,Autodetailing,13.0,120.0,0.21,1560.0,327.6
1816,526,25,Houtbeschermingsproduct (liter),14.9,14.0,0.21,208.6,43.81
1817,526,30,Omzetbelasting correctie,14.6,0.0,0.09,0.0,0.0
1818,527,2,Projectbegeleiding,11.8,85.0,0.21,1003.0,210.63
1819,527,29,Cursus veiligheid op hoogte,17.9,250.0,0.21,4475.0,939.75
1820,527,8,Schuurwerk en voorbereiding,6.2,55.0,0.21,341.0,71.61
1821,527,9,Gevelreiniging,12.3,8.0,0.21,98.4,20.66
1822,527,22,Schuurpapier (set),14.2,12.0,0.21,170.4,35.78
1823,527,14,Snoeien en onderhoud,10.3,60.0,0.21,618.0,129.78
1824,528,22,Schuurpapier (set),17.4,12.0,0.21,208.8,43.85
1825,528,26,Kitten en afdichtmiddel (stuk),7.5,9.0,0.21,67.5,14.17
1826,528,11,Grondverf aanbrengen,9.4,6.5,0.21,61.1,12.83
1827,529,17,Autodetailing,3.0,120.0,0.21,360.0,75.6
1828,529,19,Kleine reparaties,6.2,65.0,0.21,403.0,84.63
1829,530,2,Projectbegeleiding,4.5,85.0,0.21,382.5,80.33
1830,530,6,Stucwerk,8.5,35.0,0.21,297.5,62.47
1831,531,22,Schuurpapier (set),19.1,12.0,0.21,229.2,48.13
1832,531,9,Gevelreiniging,7.6,8.0,0.21,60.8,12.77
1833,531,30,Omzetbelasting correctie,8.1,0.0,0.09,0.0,0.0
1834,531,15,Tuinaanleg,5.2,25.0,0.21,130.0,27.3
1835,532,17,Autodetailing,7.5,120.0,0.21,900.0,189.0
1836,532,21,Materiaal grondverf (liter),3.8,6.0,0.21,22.8,4.79
1837,532,15,Tuinaanleg,8.6,25.0,0.21,215.0,45.15
1838,532,16,Bestrating,8.0,40.0,0.21,320.0,67.2
1839,533,13,Kleuradvies,14.7,65.0,0.21,955.5,200.66
1840,533,25,Houtbeschermingsproduct (liter),8.8,14.0,0.21,123.2,25.87
1841,534,5,Behangen,11.1,22.0,0.21,244.2,51.28
1842,534,12,Lakken kozijnen,14.2,45.0,0.21,639.0,134.19
1843,535,16,Bestrating,13.8,40.0,0.21,552.0,115.92
1844,535,6,Stucwerk,7.4,35.0,0.21,259.0,54.39
1845,536,23,Kwasten en rollers (set),14.6,18.0,0.21,262.8,55.19
1846,536,2,Projectbegeleiding,1.1,85.0,0.21,93.5,19.63
1847,536,23,Kwasten en rollers (set),12.1,18.0,0.21,217.8,45.74
1848,536,5,Behangen,13.4,22.0,0.21,294.8,61.91
1849,536,9,Gevelreiniging,18.8,8.0,0.21,150.4,31.58
1850,536,2,Projectbegeleiding,4.9,85.0,0.21,416.5,87.47
1851,537,21,Materiaal grondverf (liter),11.2,6.0,0.21,67.2,14.11
1852,537,26,Kitten en afdichtmiddel (stuk),10.8,9.0,0.21,97.2,20.41
1853,537,18,APK-keuring begeleiding,6.3,35.0,0.21,220.5,46.3
1854,537,13,Kleuradvies,13.1,65.0,0.21,851.5,178.81
1855,537,3,Uitvoering schilderwerk buiten,3.4,18.5,0.21,62.9,13.21
1856,537,21,Materiaal grondverf (liter),10.3,6.0,0.21,61.8,12.98
1857,538,22,Schuurpapier (set),3.2,12.0,0.21,38.4,8.06
1858,538,14,Snoeien en onderhoud,11.9,60.0,0.21,714.0,149.94
1859,538,13,Kleuradvies,11.3,65.0,0.21,734.5,154.25
1860,538,29,Cursus veiligheid op hoogte,19.6,250.0,0.21,4900.0,1029.0
1861,538,21,Materiaal grondverf (liter),8.3,6.0,0.21,49.8,10.46
1862,538,12,Lakken kozijnen,17.0,45.0,0.21,765.0,160.65
1863,539,20,Materiaal verf (liter),13.7,8.5,0.21,116.45,24.45
1864,539,14,Snoeien en onderhoud,6.5,60.0,0.21,390.0,81.9
1865,539,11,Grondverf aanbrengen,4.9,6.5,0.21,31.85,6.69
1866,539,5,Behangen,13.0,22.0,0.21,286.0,60.06
1867,540,5,Behangen,11.0,22.0,0.21,242.0,50.82
1868,540,18,APK-keuring begeleiding,5.1,35.0,0.21,178.5,37.48
1869,540,26,Kitten en afdichtmiddel (stuk),11.9,9.0,0.21,107.1,22.49
1870,540,8,Schuurwerk en voorbereiding,12.5,55.0,0.21,687.5,144.38
1871,540,20,Materiaal verf (liter),18.3,8.5,0.21,155.55,32.67
1872,540,15,Tuinaanleg,18.4,25.0,0.21,460.0,96.6
1873,541,20,Materiaal verf (liter),10.7,8.5,0.21,90.95,19.1
1874,542,1,Advies en consultancy,8.5,95.0,0.21,807.5,169.57
1875,542,14,Snoeien en onderhoud,17.7,60.0,0.21,1062.0,223.02
1876,542,24,Afplakfolie (m²),13.3,2.5,0.21,33.25,6.98
1877,543,28,Hoogwerker huur (dag),6.7,180.0,0.21,1206.0,253.26
1878,544,1,Advies en consultancy,5.4,95.0,0.21,513.0,107.73
1879,544,11,Grondverf aanbrengen,4.5,6.5,0.21,29.25,6.14
1880,544,5,Behangen,17.3,22.0,0.21,380.6,79.93
1881,544,13,Kleuradvies,4.2,65.0,0.21,273.0,57.33
1882,544,4,Uitvoering schilderwerk binnen,7.2,14.0,0.21,100.8,21.17
1883,544,19,Kleine reparaties,15.4,65.0,0.21,1001.0,210.21
1884,545,11,Grondverf aanbrengen,18.4,6.5,0.21,119.6,25.12
1885,545,10,Dakgoot behandeling,1.1,12.0,0.21,13.2,2.77
1886,545,18,APK-keuring begeleiding,11.7,35.0,0.21,409.5,85.99
1887,545,11,Grondverf aanbrengen,16.0,6.5,0.21,104.0,21.84
1888,545,10,Dakgoot behandeling,8.9,12.0,0.21,106.8,22.43
1889,546,2,Projectbegeleiding,3.8,85.0,0.21,323.0,67.83
1890,547,24,Afplakfolie (m²),8.4,2.5,0.21,21.0,4.41
1891,547,26,Kitten en afdichtmiddel (stuk),9.8,9.0,0.21,88.2,18.52
1892,547,24,Afplakfolie (m²),14.4,2.5,0.21,36.0,7.56
1893,548,22,Schuurpapier (set),8.4,12.0,0.21,100.8,21.17
1894,548,26,Kitten en afdichtmiddel (stuk),2.8,9.0,0.21,25.2,5.29
1895,548,4,Uitvoering schilderwerk binnen,1.6,14.0,0.21,22.4,4.7
1896,548,1,Advies en consultancy,6.7,95.0,0.21,636.5,133.66
1897,549,10,Dakgoot behandeling,18.6,12.0,0.21,223.2,46.87
1898,549,15,Tuinaanleg,15.7,25.0,0.21,392.5,82.42
1899,549,18,APK-keuring begeleiding,17.8,35.0,0.21,623.0,130.83
1900,550,16,Bestrating,19.8,40.0,0.21,792.0,166.32
1901,551,30,Omzetbelasting correctie,18.8,0.0,0.09,0.0,0.0
1902,551,23,Kwasten en rollers (set),13.5,18.0,0.21,243.0,51.03
1903,551,12,Lakken kozijnen,13.1,45.0,0.21,589.5,123.8
1904,552,19,Kleine reparaties,16.9,65.0,0.21,1098.5,230.69
1905,552,9,Gevelreiniging,18.4,8.0,0.21,147.2,30.91
1906,552,26,Kitten en afdichtmiddel (stuk),5.1,9.0,0.21,45.9,9.64
1907,552,8,Schuurwerk en voorbereiding,11.3,55.0,0.21,621.5,130.51
1908,553,14,Snoeien en onderhoud,7.6,60.0,0.21,456.0,95.76
1909,553,3,Uitvoering schilderwerk buiten,11.5,18.5,0.21,212.75,44.68
1910,553,15,Tuinaanleg,11.3,25.0,0.21,282.5,59.32
1911,553,29,Cursus veiligheid op hoogte,6.8,250.0,0.21,1700.0,357.0
1912,554,8,Schuurwerk en voorbereiding,16.5,55.0,0.21,907.5,190.57
1913,554,12,Lakken kozijnen,1.8,45.0,0.21,81.0,17.01
1914,554,27,Steiger huur (dag),8.7,85.0,0.21,739.5,155.29
1915,555,2,Projectbegeleiding,10.7,85.0,0.21,909.5,191.0
1916,555,19,Kleine reparaties,13.3,65.0,0.21,864.5,181.54
1917,556,9,Gevelreiniging,11.0,8.0,0.21,88.0,18.48
1918,556,20,Materiaal verf (liter),7.3,8.5,0.21,62.05,13.03
1919,556,4,Uitvoering schilderwerk binnen,4.5,14.0,0.21,63.0,13.23
1920,557,2,Projectbegeleiding,5.0,85.0,0.21,425.0,89.25
1921,557,28,Hoogwerker huur (dag),6.9,180.0,0.21,1242.0,260.82
1922,557,20,Materiaal verf (liter),6.5,8.5,0.21,55.25,11.6
1923,557,14,Snoeien en onderhoud,1.0,60.0,0.21,60.0,12.6
1924,557,10,Dakgoot behandeling,12.2,12.0,0.21,146.4,30.74
1925,558,30,Omzetbelasting correctie,12.1,0.0,0.09,0.0,0.0
1926,558,22,Schuurpapier (set),15.1,12.0,0.21,181.2,38.05
1927,558,3,Uitvoering schilderwerk buiten,9.1,18.5,0.21,168.35,35.35
1928,558,6,Stucwerk,4.4,35.0,0.21,154.0,32.34
1929,558,26,Kitten en afdichtmiddel (stuk),7.4,9.0,0.21,66.6,13.99
1930,558,25,Houtbeschermingsproduct (liter),5.5,14.0,0.21,77.0,16.17
1931,559,19,Kleine reparaties,18.2,65.0,0.21,1183.0,248.43
1932,559,2,Projectbegeleiding,1.8,85.0,0.21,153.0,32.13
1933,559,27,Steiger huur (dag),6.8,85.0,0.21,578.0,121.38
1934,559,11,Grondverf aanbrengen,10.9,6.5,0.21,70.85,14.88
1935,559,8,Schuurwerk en voorbereiding,5.1,55.0,0.21,280.5,58.91
1936,559,12,Lakken kozijnen,3.5,45.0,0.21,157.5,33.07
1937,560,6,Stucwerk,12.1,35.0,0.21,423.5,88.94
1938,561,3,Uitvoering schilderwerk buiten,4.5,18.5,0.21,83.25,17.48
1939,562,24,Afplakfolie (m²),18.4,2.5,0.21,46.0,9.66
1940,562,26,Kitten en afdichtmiddel (stuk),2.7,9.0,0.21,24.3,5.1
1941,562,10,Dakgoot behandeling,12.5,12.0,0.21,150.0,31.5
1942,562,25,Houtbeschermingsproduct (liter),12.0,14.0,0.21,168.0,35.28
1943,563,14,Snoeien en onderhoud,11.1,60.0,0.21,666.0,139.86
1944,563,3,Uitvoering schilderwerk buiten,10.5,18.5,0.21,194.25,40.79
1945,563,26,Kitten en afdichtmiddel (stuk),13.5,9.0,0.21,121.5,25.52
1946,563,3,Uitvoering schilderwerk buiten,10.2,18.5,0.21,188.7,39.63
1947,563,18,APK-keuring begeleiding,1.2,35.0,0.21,42.0,8.82
1948,564,30,Omzetbelasting correctie,14.6,0.0,0.09,0.0,0.0
1949,564,26,Kitten en afdichtmiddel (stuk),17.1,9.0,0.21,153.9,32.32
1950,564,12,Lakken kozijnen,1.3,45.0,0.21,58.5,12.29
1951,564,30,Omzetbelasting correctie,18.3,0.0,0.09,0.0,0.0
1952,564,4,Uitvoering schilderwerk binnen,12.4,14.0,0.21,173.6,36.46
1953,565,6,Stucwerk,19.3,35.0,0.21,675.5,141.85
1954,565,2,Projectbegeleiding,11.7,85.0,0.21,994.5,208.84
1955,565,28,Hoogwerker huur (dag),15.7,180.0,0.21,2826.0,593.46
1956,566,18,APK-keuring begeleiding,7.6,35.0,0.21,266.0,55.86
1957,566,5,Behangen,14.6,22.0,0.21,321.2,67.45
1958,566,9,Gevelreiniging,11.3,8.0,0.21,90.4,18.98
1959,566,13,Kleuradvies,8.6,65.0,0.21,559.0,117.39
1960,566,3,Uitvoering schilderwerk buiten,14.1,18.5,0.21,260.85,54.78
1961,567,8,Schuurwerk en voorbereiding,18.4,55.0,0.21,1012.0,212.52
1962,567,13,Kleuradvies,12.2,65.0,0.21,793.0,166.53
1963,567,27,Steiger huur (dag),8.0,85.0,0.21,680.0,142.8
1964,567,3,Uitvoering schilderwerk buiten,9.2,18.5,0.21,170.2,35.74
1965,567,16,Bestrating,13.8,40.0,0.21,552.0,115.92
1966,567,6,Stucwerk,3.1,35.0,0.21,108.5,22.79
1967,568,23,Kwasten en rollers (set),13.3,18.0,0.21,239.4,50.27
1968,568,8,Schuurwerk en voorbereiding,17.6,55.0,0.21,968.0,203.28
1969,568,20,Materiaal verf (liter),17.0,8.5,0.21,144.5,30.34
1970,568,30,Omzetbelasting correctie,5.2,0.0,0.09,0.0,0.0
1971,568,2,Projectbegeleiding,4.5,85.0,0.21,382.5,80.33
1972,568,12,Lakken kozijnen,12.1,45.0,0.21,544.5,114.34
1973,569,27,Steiger huur (dag),13.6,85.0,0.21,1156.0,242.76
1974,569,20,Materiaal verf (liter),9.2,8.5,0.21,78.2,16.42
1975,569,22,Schuurpapier (set),14.1,12.0,0.21,169.2,35.53
1976,570,2,Projectbegeleiding,19.4,85.0,0.21,1649.0,346.29
1977,570,12,Lakken kozijnen,1.6,45.0,0.21,72.0,15.12
1978,570,6,Stucwerk,2.7,35.0,0.21,94.5,19.84
1979,570,5,Behangen,15.3,22.0,0.21,336.6,70.69
1980,570,27,Steiger huur (dag),5.1,85.0,0.21,433.5,91.03
1981,571,25,Houtbeschermingsproduct (liter),1.3,14.0,0.21,18.2,3.82
1982,571,9,Gevelreiniging,15.2,8.0,0.21,121.6,25.54
1983,571,26,Kitten en afdichtmiddel (stuk),8.7,9.0,0.21,78.3,16.44
1984,571,2,Projectbegeleiding,17.7,85.0,0.21,1504.5,315.94
1985,571,23,Kwasten en rollers (set),2.4,18.0,0.21,43.2,9.07
1986,572,9,Gevelreiniging,6.3,8.0,0.21,50.4,10.58
1987,572,29,Cursus veiligheid op hoogte,7.7,250.0,0.21,1925.0,404.25
1988,572,27,Steiger huur (dag),8.7,85.0,0.21,739.5,155.29
1989,573,11,Grondverf aanbrengen,8.6,6.5,0.21,55.9,11.74
1990,573,20,Materiaal verf (liter),11.6,8.5,0.21,98.6,20.71
1991,573,22,Schuurpapier (set),12.7,12.0,0.21,152.4,32.0
1992,574,9,Gevelreiniging,2.5,8.0,0.21,20.0,4.2
1993,574,5,Behangen,13.6,22.0,0.21,299.2,62.83
1994,574,22,Schuurpapier (set),1.3,12.0,0.21,15.6,3.28
1995,574,20,Materiaal verf (liter),7.8,8.5,0.21,66.3,13.92
1996,574,30,Omzetbelasting correctie,17.3,0.0,0.09,0.0,0.0
1997,575,13,Kleuradvies,15.3,65.0,0.21,994.5,208.84
1998,575,20,Materiaal verf (liter),2.6,8.5,0.21,22.1,4.64
1999,575,20,Materiaal verf (liter),16.3,8.5,0.21,138.55,29.1
2000,575,7,Houtrot herstel,1.9,75.0,0.21,142.5,29.92
2001,576,22,Schuurpapier (set),14.5,12.0,0.21,174.0,36.54
2002,576,29,Cursus veiligheid op hoogte,10.9,250.0,0.21,2725.0,572.25
2003,576,19,Kleine reparaties,18.2,65.0,0.21,1183.0,248.43
2004,577,5,Behangen,15.6,22.0,0.21,343.2,72.07
2005,577,18,APK-keuring begeleiding,8.6,35.0,0.21,301.0,63.21
2006,577,1,Advies en consultancy,15.6,95.0,0.21,1482.0,311.22
2007,577,10,Dakgoot behandeling,12.3,12.0,0.21,147.6,31.0
2008,578,13,Kleuradvies,4.0,65.0,0.21,260.0,54.6
2009,578,16,Bestrating,15.2,40.0,0.21,608.0,127.68
2010,578,27,Steiger huur (dag),14.0,85.0,0.21,1190.0,249.9
2011,579,5,Behangen,6.2,22.0,0.21,136.4,28.64
2012,579,7,Houtrot herstel,7.5,75.0,0.21,562.5,118.12
2013,579,11,Grondverf aanbrengen,16.7,6.5,0.21,108.55,22.8
2014,580,13,Kleuradvies,17.7,65.0,0.21,1150.5,241.6
2015,580,15,Tuinaanleg,4.4,25.0,0.21,110.0,23.1
2016,580,12,Lakken kozijnen,19.2,45.0,0.21,864.0,181.44
2017,580,2,Projectbegeleiding,7.5,85.0,0.21,637.5,133.88
2018,580,5,Behangen,1.2,22.0,0.21,26.4,5.54
2019,581,30,Omzetbelasting correctie,8.9,0.0,0.09,0.0,0.0
2020,581,11,Grondverf aanbrengen,12.6,6.5,0.21,81.9,17.2
2021,581,27,Steiger huur (dag),12.8,85.0,0.21,1088.0,228.48
2022,582,3,Uitvoering schilderwerk buiten,17.8,18.5,0.21,329.3,69.15
2023,582,30,Omzetbelasting correctie,17.7,0.0,0.09,0.0,0.0
2024,582,9,Gevelreiniging,18.4,8.0,0.21,147.2,30.91
2025,582,29,Cursus veiligheid op hoogte,15.1,250.0,0.21,3775.0,792.75
2026,582,24,Afplakfolie (m²),3.1,2.5,0.21,7.75,1.63
2027,583,8,Schuurwerk en voorbereiding,6.0,55.0,0.21,330.0,69.3
2028,583,30,Omzetbelasting correctie,16.2,0.0,0.09,0.0,0.0
2029,583,7,Houtrot herstel,13.9,75.0,0.21,1042.5,218.92
2030,583,21,Materiaal grondverf (liter),9.8,6.0,0.21,58.8,12.35
2031,583,27,Steiger huur (dag),10.2,85.0,0.21,867.0,182.07
